1.024415161132812500e+03,4.945854797363281250e+02
9.778265380859375000e+02,8.922709960937500000e+02
4.910300781250000000e+03,2.625249755859375000e+03
3.064494873046875000e+03,-4.558074645996093750e+02
1.121808837890625000e+03,6.098508300781250000e+02
4.870660156250000000e+03,-1.895762786865234375e+02
9.913447265625000000e+02,5.923637695312500000e+02
1.753150268554687500e+03,5.527463378906250000e+02
7.816541748046875000e+02,3.469126892089843750e+02
7.785078125000000000e+02,9.505671997070312500e+02
1.641129516601562500e+03,8.001126708984375000e+02
1.734622558593750000e+03,4.211740417480468750e+02
1.010846252441406250e+03,5.221680908203125000e+02
3.354949218750000000e+03,-2.267192077636718750e+02
2.177351806640625000e+03,9.692868041992187500e+02
1.526453491210937500e+03,5.723559570312500000e+02
7.999228515625000000e+02,3.713479614257812500e+02
8.184948730468750000e+02,9.187473144531250000e+02
1.647497802734375000e+03,8.036491088867187500e+02
1.763548828125000000e+03,4.264914855957031250e+02
1.600241333007812500e+03,9.624252929687500000e+02
9.297465209960937500e+02,8.431578369140625000e+02
1.387032958984375000e+03,7.403317260742187500e+02
1.633563232421875000e+03,5.179991455078125000e+02
9.209634399414062500e+02,4.201747131347656250e+02
9.103855590820312500e+02,8.472005615234375000e+02
2.649230859375000000e+04,1.249020507812500000e+04
-7.332629394531250000e+02,1.276346923828125000e+03
9.533795776367187500e+02,4.298882751464843750e+02
9.169362182617187500e+02,9.584980468750000000e+02
2.862593505859375000e+03,1.495738769531250000e+03
3.773407226562500000e+03,-1.365857055664062500e+03
9.304512939453125000e+02,4.374087219238281250e+02
9.692481689453125000e+02,8.038433227539062500e+02
1.987091552734375000e+03,1.024217041015625000e+03
2.565866210937500000e+03,2.179699859619140625e+02
9.107321166992187500e+02,4.888722229003906250e+02
7.262189331054687500e+02,9.598568115234375000e+02
2.194057617187500000e+03,9.732109375000000000e+02
1.880902465820312500e+03,3.993004455566406250e+02
-5.223073242187500000e+03,-3.242362548828125000e+03
1.095371704101562500e+03,7.940148315429687500e+02
1.532679809570312500e+03,7.635372924804687500e+02
4.661300354003906250e+02,1.180009399414062500e+03
1.024415161132812500e+03,4.945854797363281250e+02
9.778265380859375000e+02,8.922709960937500000e+02
4.910300781250000000e+03,2.625249755859375000e+03
3.064494873046875000e+03,-4.558074645996093750e+02
7.591817016601562500e+02,4.498867492675781250e+02
9.394929199218750000e+02,8.351729125976562500e+02
1.854868286132812500e+03,8.344724121093750000e+02
4.207625488281250000e+03,-5.972962646484375000e+02
1.069886962890625000e+03,4.474410705566406250e+02
9.031088256835937500e+02,8.183034667968750000e+02
3.730578906250000000e+04,3.334573046875000000e+04
2.093856689453125000e+03,4.383830566406250000e+02
9.449069824218750000e+02,4.059308776855468750e+02
7.136456298828125000e+02,1.000174804687500000e+03
2.001801635742187500e+03,1.190297607421875000e+03
1.790679565429687500e+03,4.448943176269531250e+02
7.643336791992187500e+02,4.235965270996093750e+02
6.716788940429687500e+02,1.087299316406250000e+03
1.675483764648437500e+03,8.064046020507812500e+02
1.681234375000000000e+03,4.121747131347656250e+02
7.311873168945312500e+02,3.622453918457031250e+02
9.498571166992187500e+02,8.251629638671875000e+02
1.683706542968750000e+03,8.651884765625000000e+02
2.057411132812500000e+03,3.513915405273437500e+02
8.802697143554687500e+02,3.254343566894531250e+02
9.162020263671875000e+02,7.536069946289062500e+02
1.820797607421875000e+03,1.064857177734375000e+03
1.935462158203125000e+03,5.207770996093750000e+02
8.165878295898437500e+02,4.303988647460937500e+02
1.017459167480468750e+03,7.911190185546875000e+02
1.789319946289062500e+03,8.933842163085937500e+02
1.337919921875000000e+04,-4.672729003906250000e+03
1.464612304687500000e+03,7.747220458984375000e+02
-6.348839843750000000e+03,4.331179199218750000e+03
